===== 实验一：NL解析准确率 =====

--- 1.1 意图识别 5x5 混淆矩阵 ---
实际\预测,QUERY,CREATE,UPDATE,DELETE,STATISTICS
QUERY,98,0,0,0,2
CREATE,57,43,0,0,0
UPDATE,36,0,62,0,2
DELETE,62,0,0,38,0
STATISTICS,37,0,0,0,63

--- 1.2 实体类型识别 5x5 混淆矩阵 ---
实际\预测,EQUIPMENT,CONSUMABLE,INSPECTION,NULL
EQUIPMENT,180,0,0,0
CONSUMABLE,0,159,0,0
INSPECTION,0,0,161,0
NULL,0,0,0,0

--- 1.3 分类准确率汇总 ---
类别,样本数,意图准确率(%),实体类型准确率(%),实体ID准确率(%),综合准确率(%)
QUERY,100,98.0,100.0,100.0,98.0
CREATE,100,43.0,100.0,100.0,43.0
UPDATE,100,62.0,100.0,100.0,62.0
DELETE,100,38.0,100.0,100.0,38.0
STATISTICS,100,63.0,100.0,100.0,63.0
总体,500,60.8,100.0,100.0,60.8

--- 1.4 变体准确率对比 ---
变体,样本数,意图准确率(%),实体类型准确率(%),实体ID准确率(%),综合准确率(%)
STANDARD,125,77.6,100.0,100.0,77.6
COLLOQUIAL,125,20.0,100.0,100.0,20.0
ABBREVIATED,125,73.6,100.0,100.0,73.6
NOISY,125,72.0,100.0,100.0,72.0

--- 1.5 逐条测试结果详情 ---
类别,变体,输入文本,期望意图,实际意图,意图匹配,期望实体类型,实际实体类型,类型匹配,期望实体ID,实际实体ID,ID匹配
CREATE,ABBREVIATED,"注册EQ-2024-048",CREATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-048,EQ-2024-048,true
CREATE,ABBREVIATED,"新建EQ-2024-049",CREATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-049,EQ-2024-049,true
CREATE,ABBREVIATED,"新增CS-2024-042",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-042,CS-2024-042,true
CREATE,ABBREVIATED,"添加CS-2024-043",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-043,CS-2024-043,true
CREATE,ABBREVIATED,"录入CS-2024-044",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-044,CS-2024-044,true
CREATE,ABBREVIATED,"创建CS-2024-045",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-045,CS-2024-045,true
CREATE,ABBREVIATED,"注册CS-2024-046",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-046,CS-2024-046,true
CREATE,ABBREVIATED,"新建CS-2024-047",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-047,CS-2024-047,true
CREATE,ABBREVIATED,"录入IN-2024-041",CREATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-041,IN-2024-041,true
CREATE,ABBREVIATED,"创建IN-2024-042",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-042,IN-2024-042,true
CREATE,ABBREVIATED,"新增IN-2024-043",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-043,IN-2024-043,true
CREATE,ABBREVIATED,"添加IN-2024-044",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-044,IN-2024-044,true
CREATE,ABBREVIATED,"建立EQ-2024-050档案",CREATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-050,EQ-2024-050,true
CREATE,ABBREVIATED,"建立CS-2024-048档案",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-048,CS-2024-048,true
CREATE,ABBREVIATED,"建立IN-2024-045档案",CREATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-045,IN-2024-045,true
CREATE,ABBREVIATED,"新建EQ-2024-048档案",CREATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-048,EQ-2024-048,true
CREATE,ABBREVIATED,"新建CS-2024-049档案",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-049,CS-2024-049,true
CREATE,ABBREVIATED,"新建IN-2024-046档案",CREATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-046,IN-2024-046,true
CREATE,ABBREVIATED,"新增EQ-2024-050记录",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-050,EQ-2024-050,true
CREATE,ABBREVIATED,"新增CS-2024-050",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-050,CS-2024-050,true
CREATE,ABBREVIATED,"新增IN-2024-047",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-047,IN-2024-047,true
CREATE,NOISY,"我们需要在系统里新增一台设备EQ-2024-051登记一下",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-051,EQ-2024-051,true
CREATE,NOISY,"麻烦帮忙创建一下新设备EQ-2024-052的档案信息",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-052,EQ-2024-052,true
CREATE,NOISY,"刚到的设备EQ-2024-053需要添加到资产清单里去",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-053,EQ-2024-053,true
CREATE,NOISY,"请把设备EQ-2024-054的基本信息录入到系统中",CREATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-054,EQ-2024-054,true
CREATE,NOISY,"那个新买的设备EQ-2024-055注册一下台账记录",CREATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-055,EQ-2024-055,true
CREATE,NOISY,"顺便把设备EQ-2024-056的参数也填进去吧",CREATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-056,EQ-2024-056,true
CREATE,NOISY,"设备EQ-2024-057要建立维护计划帮忙创建一下",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-057,EQ-2024-057,true
CREATE,NOISY,"新到的设备EQ-2024-058需要录入资料谢谢",CREATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-058,EQ-2024-058,true
CREATE,NOISY,"帮我添加设备EQ-2024-059到巡检计划里面",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-059,EQ-2024-059,true
CREATE,NOISY,"刚采购的耗材CS-2024-051需要新增入库单",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-051,CS-2024-051,true
CREATE,NOISY,"麻烦创建一下耗材CS-2024-052的库存档案信息",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-052,CS-2024-052,true
CREATE,NOISY,"新到的耗材CS-2024-053帮我添加到物料清单里",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-053,CS-2024-053,true
CREATE,NOISY,"需要把耗材CS-2024-054的规格信息录入系统",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-054,CS-2024-054,true
CREATE,NOISY,"请注册耗材CS-2024-055的批次记录到数据库",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-055,CS-2024-055,true
CREATE,NOISY,"耗材CS-2024-056的采购订单帮我新增一下",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-056,CS-2024-056,true
CREATE,NOISY,"把耗材CS-2024-057的入库登记给创建一下吧",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-057,CS-2024-057,true
CREATE,NOISY,"那个耗材CS-2024-058质检报告需要录入到系统里",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-058,CS-2024-058,true
CREATE,NOISY,"巡检完了要创建一条巡检记录IN-2024-048记录一下",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-048,IN-2024-048,true
CREATE,NOISY,"麻烦新增巡检记录IN-2024-049把结果填进去",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-049,IN-2024-049,true
CREATE,NOISY,"请添加巡检记录IN-2024-050这次的检查情况",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-050,IN-2024-050,true
CREATE,NOISY,"帮我把巡检记录IN-2024-051的结果录入一下谢谢",CREATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-051,IN-2024-051,true
CREATE,NOISY,"新的巡检记录IN-2024-052需要注册到系统里面",CREATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-052,IN-2024-052,true
CREATE,NOISY,"创建巡检记录IN-2024-053并填入所有检查项",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-053,IN-2024-053,true
CREATE,NOISY,"这次巡检IN-2024-054的问题报告需要新增一条",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-054,IN-2024-054,true
CREATE,NOISY,"IN-2024-055的巡检异常信息也要录入进去",CREATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-055,IN-2024-055,true
UPDATE,STANDARD,"修改设备EQ-2024-051的维护周期",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-051,EQ-2024-051,true
UPDATE,STANDARD,"更新设备EQ-2024-052的运行参数",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-052,EQ-2024-052,true
UPDATE,STANDARD,"变更设备EQ-2024-053的负责人",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-053,EQ-2024-053,true
UPDATE,STANDARD,"调整设备EQ-2024-054的保养计划",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-054,EQ-2024-054,true
UPDATE,STANDARD,"编辑设备EQ-2024-055的台账信息",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-055,EQ-2024-055,true
UPDATE,STANDARD,"修改设备EQ-2024-056的使用状态",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-056,EQ-2024-056,true
UPDATE,STANDARD,"更新设备EQ-2024-057的安装位置",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-057,EQ-2024-057,true
UPDATE,STANDARD,"变更设备EQ-2024-058的运行模式",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-058,EQ-2024-058,true
UPDATE,STANDARD,"调整设备EQ-2024-059的温度阈值",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-059,EQ-2024-059,true
UPDATE,STANDARD,"修改耗材CS-2024-059的库存数量",UPDATE,STATISTICS,false,CONSUMABLE,CONSUMABLE,true,CS-2024-059,CS-2024-059,true
UPDATE,STANDARD,"更新耗材CS-2024-060的规格参数",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-060,CS-2024-060,true
UPDATE,STANDARD,"变更耗材CS-2024-061的安全库存",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-061,CS-2024-061,true
UPDATE,STANDARD,"调整耗材CS-2024-062的采购价格",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-062,CS-2024-062,true
UPDATE,STANDARD,"编辑耗材CS-2024-063的供应商信息",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-063,CS-2024-063,true
UPDATE,STANDARD,"修改耗材CS-2024-064的批次状态",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-064,CS-2024-064,true
UPDATE,STANDARD,"更新耗材CS-2024-065的质检结论",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-065,CS-2024-065,true
UPDATE,STANDARD,"变更耗材CS-2024-066的存储条件",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-066,CS-2024-066,true
UPDATE,STANDARD,"修改巡检记录IN-2024-056的状态",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-056,IN-2024-056,true
UPDATE,STANDARD,"更新巡检记录IN-2024-057的结果",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-057,IN-2024-057,true
UPDATE,STANDARD,"变更巡检记录IN-2024-058的检查人",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-058,IN-2024-058,true
UPDATE,STANDARD,"调整巡检记录IN-2024-059的巡检日期",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-059,IN-2024-059,true
UPDATE,STANDARD,"编辑巡检记录IN-2024-060的问题描述",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-060,IN-2024-060,true
UPDATE,STANDARD,"修改巡检记录IN-2024-061的整改措施",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-061,IN-2024-061,true
UPDATE,STANDARD,"更新巡检记录IN-2024-062的复查结果",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-062,IN-2024-062,true
UPDATE,STANDARD,"变更巡检记录IN-2024-063的严重等级",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-063,IN-2024-063,true
UPDATE,COLLOQUIAL,"把EQ-2024-060的维护周期改一下",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-060,EQ-2024-060,true
UPDATE,COLLOQUIAL,"EQ-2024-061参数要调一调了",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-061,EQ-2024-061,true
UPDATE,COLLOQUIAL,"EQ-2024-062换负责人了",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-062,EQ-2024-062,true
UPDATE,COLLOQUIAL,"EQ-2024-063保养计划调整下",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-063,EQ-2024-063,true
UPDATE,COLLOQUIAL,"EQ-2024-064台账信息不对换掉",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-064,EQ-2024-064,true
UPDATE,COLLOQUIAL,"EQ-2024-065状态不是闲置了换一下",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-065,EQ-2024-065,true
UPDATE,COLLOQUIAL,"EQ-2024-066搬到新位置了改下",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-066,EQ-2024-066,true
UPDATE,COLLOQUIAL,"EQ-2024-067运行模式切换一下",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-067,EQ-2024-067,true
UPDATE,COLLOQUIAL,"EQ-2024-068温度阈值设高了调下",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-068,EQ-2024-068,true
UPDATE,COLLOQUIAL,"CS-2024-060库存数据变动了",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-060,CS-2024-060,true
UPDATE,COLLOQUIAL,"CS-2024-061规格参数要换了",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-061,CS-2024-061,true
UPDATE,COLLOQUIAL,"CS-2024-062安全库存太低了调下",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-062,CS-2024-062,true
UPDATE,COLLOQUIAL,"CS-2024-063价格涨了调整价格",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-063,CS-2024-063,true
UPDATE,COLLOQUIAL,"CS-2024-064供应商换了重新填",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-064,CS-2024-064,true
UPDATE,COLLOQUIAL,"CS-2024-065批次状态改合格",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-065,CS-2024-065,true
UPDATE,COLLOQUIAL,"CS-2024-066质检过了改结论",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-066,CS-2024-066,true
UPDATE,COLLOQUIAL,"CS-2024-067存放条件不对要调整",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-067,CS-2024-067,true
UPDATE,COLLOQUIAL,"IN-2024-057记录结果要改了",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-057,IN-2024-057,true
UPDATE,COLLOQUIAL,"IN-2024-058检查人换人了改掉",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-058,IN-2024-058,true
UPDATE,COLLOQUIAL,"IN-2024-059日期写错了改一下",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-059,IN-2024-059,true
UPDATE,COLLOQUIAL,"IN-2024-060问题描述不够准确换掉",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-060,IN-2024-060,true
UPDATE,COLLOQUIAL,"IN-2024-061整改措施换一个方案",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-061,IN-2024-061,true
UPDATE,COLLOQUIAL,"IN-2024-062复查完了结果改掉",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-062,IN-2024-062,true
UPDATE,COLLOQUIAL,"IN-2024-063严重等级改高一点",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-063,IN-2024-063,true
UPDATE,COLLOQUIAL,"IN-2024-064把状态改成已完成",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-064,IN-2024-064,true
UPDATE,ABBREVIATED,"修改EQ-2024-069周期",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-069,EQ-2024-069,true
UPDATE,ABBREVIATED,"更新EQ-2024-070参数",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-070,EQ-2024-070,true
UPDATE,ABBREVIATED,"变更EQ-2024-071负责人",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-071,EQ-2024-071,true
UPDATE,ABBREVIATED,"调整EQ-2024-072计划",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-072,EQ-2024-072,true
UPDATE,ABBREVIATED,"编辑EQ-2024-073台账",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-073,EQ-2024-073,true
UPDATE,ABBREVIATED,"修改EQ-2024-074状态",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-074,EQ-2024-074,true
UPDATE,ABBREVIATED,"更新EQ-2024-075位置",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-075,EQ-2024-075,true
UPDATE,ABBREVIATED,"修改CS-2024-068库存",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-068,CS-2024-068,true
UPDATE,ABBREVIATED,"更新CS-2024-069规格",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-069,CS-2024-069,true
UPDATE,ABBREVIATED,"变更CS-2024-070库存",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-070,CS-2024-070,true
UPDATE,ABBREVIATED,"调整CS-2024-071价格",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-071,CS-2024-071,true
UPDATE,ABBREVIATED,"编辑CS-2024-072供应商",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-072,CS-2024-072,true
UPDATE,ABBREVIATED,"修改CS-2024-073批次",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-073,CS-2024-073,true
UPDATE,ABBREVIATED,"更新CS-2024-074质检",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-074,CS-2024-074,true
UPDATE,ABBREVIATED,"变更CS-2024-075存储",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-075,CS-2024-075,true
UPDATE,ABBREVIATED,"修改IN-2024-065状态",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-065,IN-2024-065,true
UPDATE,ABBREVIATED,"更新IN-2024-066结果",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-066,IN-2024-066,true
UPDATE,ABBREVIATED,"变更IN-2024-067检查人",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-067,IN-2024-067,true
UPDATE,ABBREVIATED,"调整IN-2024-068日期",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-068,IN-2024-068,true
UPDATE,ABBREVIATED,"编辑IN-2024-069问题",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-069,IN-2024-069,true
UPDATE,ABBREVIATED,"修改IN-2024-070措施",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-070,IN-2024-070,true
UPDATE,ABBREVIATED,"更新IN-2024-071复查",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-071,IN-2024-071,true
UPDATE,ABBREVIATED,"变更IN-2024-072等级",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-072,IN-2024-072,true
UPDATE,ABBREVIATED,"修改IN-2024-073",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-073,IN-2024-073,true
UPDATE,ABBREVIATED,"更新IN-2024-074",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-074,IN-2024-074,true
UPDATE,NOISY,"需要把设备EQ-2024-075的维护周期修改一下改为每周一次",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-075,EQ-2024-075,true
UPDATE,NOISY,"设备EQ-2024-076的运行参数好像不对需要更新一下",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-076,EQ-2024-076,true
UPDATE,NOISY,"麻烦把设备EQ-2024-077的负责人变更为张工",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-077,EQ-2024-077,true
UPDATE,NOISY,"那个EQ-2024-078的保养计划帮我调整一下时间",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-078,EQ-2024-078,true
UPDATE,NOISY,"设备EQ-2024-079的台账信息需要编辑并更新",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-079,EQ-2024-079,true
UPDATE,NOISY,"麻烦帮我把EQ-2024-080的使用状态修改成维修中",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-080,EQ-2024-080,true
UPDATE,NOISY,"设备EQ-2024-081的安装位置已经变了更新到新地址",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-081,EQ-2024-081,true
UPDATE,NOISY,"EQ-2024-082的运行模式需要变更一下改成节能模式",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-082,EQ-2024-082,true
UPDATE,NOISY,"请调整设备EQ-2024-083的温度阈值到新的标准值",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-083,EQ-2024-083,true
UPDATE,NOISY,"耗材CS-2024-076的库存数量盘点了要修改一下",UPDATE,STATISTICS,false,CONSUMABLE,CONSUMABLE,true,CS-2024-076,CS-2024-076,true
UPDATE,NOISY,"麻烦更新一下耗材CS-2024-077的规格参数有变化",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-077,CS-2024-077,true
UPDATE,NOISY,"耗材CS-2024-078的安全库存阈值需要变更一下",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-078,CS-2024-078,true
UPDATE,NOISY,"请把CS-2024-079的采购价格调整到最新的报价",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-079,CS-2024-079,true
UPDATE,NOISY,"耗材CS-2024-080的供应商信息换了编辑一下",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-080,CS-2024-080,true
UPDATE,NOISY,"那个CS-2024-081的批次状态需要修改为已检验",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-081,CS-2024-081,true
UPDATE,NOISY,"帮我把CS-2024-082的质检结论更新为合格",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-082,CS-2024-082,true
UPDATE,NOISY,"耗材CS-2024-083的存储条件需要变更改成冷藏",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-083,CS-2024-083,true
UPDATE,NOISY,"巡检记录IN-2024-075的状态需要修改已完成",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-075,IN-2024-075,true
UPDATE,NOISY,"麻烦更新一下巡检记录IN-2024-076的检查结果",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-076,IN-2024-076,true
UPDATE,NOISY,"那个IN-2024-077的检查人变更一下换小李去巡检",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-077,IN-2024-077,true
UPDATE,NOISY,"巡检记录IN-2024-078的日期写错了帮我调整一下",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-078,IN-2024-078,true
UPDATE,NOISY,"IN-2024-079的问题描述需要编辑得更详细一些",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-079,IN-2024-079,true
UPDATE,NOISY,"巡检记录IN-2024-080的整改措施帮我修改更新",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-080,IN-2024-080,true
UPDATE,NOISY,"上次IN-2024-081的复查结果需要更新一下谢谢",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-081,IN-2024-081,true
UPDATE,NOISY,"帮我把IN-2024-082的严重等级变更成高",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-082,IN-2024-082,true
DELETE,STANDARD,"删除设备EQ-2024-076的档案",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-076,EQ-2024-076,true
DELETE,STANDARD,"移除设备EQ-2024-077从资产清单",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-077,EQ-2024-077,true
DELETE,STANDARD,"清除设备EQ-2024-078的台账记录",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-078,EQ-2024-078,true
DELETE,STANDARD,"撤销设备EQ-2024-079的维护计划",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-079,EQ-2024-079,true
DELETE,STANDARD,"删除设备EQ-2024-080的巡检计划",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-080,EQ-2024-080,true
DELETE,STANDARD,"移除设备EQ-2024-081的运行记录",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-081,EQ-2024-081,true
DELETE,STANDARD,"清除设备EQ-2024-082的故障日志",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-082,EQ-2024-082,true
DELETE,STANDARD,"撤销设备EQ-2024-083的操作权限",DELETE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-083,EQ-2024-083,true
DELETE,STANDARD,"删除设备EQ-2024-084的备用信息",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-084,EQ-2024-084,true
DELETE,STANDARD,"删除耗材CS-2024-084的库存记录",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-084,CS-2024-084,true
DELETE,STANDARD,"移除耗材CS-2024-085从物料清单",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-085,CS-2024-085,true
DELETE,STANDARD,"清除耗材CS-2024-086的过期批次",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-086,CS-2024-086,true
DELETE,STANDARD,"撤销耗材CS-2024-087的采购订单",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-087,CS-2024-087,true
DELETE,STANDARD,"删除耗材CS-2024-088的质检报告",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-088,CS-2024-088,true
